text,label,source
KuCoin AML Compliance: Our automated AML system has flagged transactions on your account for enhanced review. Provide a source of funds declaration and bank statements at kucoin-aml-review.com to avoid a 30-day account freeze.,1,synthetic_blockchain
You received 0.001 ETH from address 0x742D35cC6634C0532925a3b844Bc454e4438F44e — almost identical to a Binance hot wallet address. This may be an address poisoning attempt. Verify at etherscan-poison-check.com.,1,synthetic_blockchain
"Compound Finance notification. Your USDC supply on Compound v3 is earning 5.1% APY. Accrued interest today: $0.34. Total supplied: $2,400 USDC. Manage your position at app.compound.finance.",0,synthetic_blockchain
Adam Back Blockstream CEO and cypherpunk here. I am distributing proof-of-work rewards to Bitcoin miners who helped secure the network in its early days. Send your mining wallet address to blockstream-pow-rewards.com and I will send proportional BTC from my personal holdings.,1,synthetic_blockchain
"Koinly FIFO vs HIFO comparison. Using FIFO (your current method) your 2024 capital gains are $14,832. Switching to HIFO would reduce your gains to $9,234 saving approximately $1,230 in taxes at your bracket. Change method before filing deadline.",0,synthetic_blockchain
Your Lido stETH rebase completed. Current stETH balance: 2.84712 stETH. Rebase increase: plus 0.00031 stETH. Annualised staking APR: 3.8%. Rebases occur daily and increase your stETH balance automatically without any action required.,0,synthetic_blockchain
Safe{Wallet} transaction queued. A 0.5 ETH transaction has been submitted by signer 0x4a2b...8c3f and requires 1 more signature. Review the transaction at app.safe.global before signing.,0,synthetic_blockchain
Nouns special: The Nouns DAO has approved prop 423 — a 1 Noun NFT to be distributed to a random daily voter. Connect your wallet at nouns-voter-lottery.io to enter this month's lottery. One Noun winner per week.,1,synthetic_blockchain
Coinbase wallet notice: A lookalike address 0x7f4A...2B1d (compared to your frequently used 0x7F4a...2B1D) appeared in a recent transaction. This may indicate an attempt to trick you into sending funds to the wrong address.,1,synthetic_blockchain
Free BTC giveaway! Bitcoin Ordinals holders are eligible for a special airdrop. Your wallet qualifies for $500 worth of SATS. Visit bitcoin-ordinals-drop.com and connect your wallet now. Offer expires in 23 hours.,1,synthetic_blockchain
Binance Security Notice: A password reset request was initiated for your account from IP 185.234.XX.XX located in Moscow Russia. If this was not you click here to cancel immediately at binance-cancel-reset.com. You have 15 minutes before the reset completes.,1,synthetic_blockchain
"Hello! I am a recruiter for a major cryptocurrency exchange in the region. We are looking for blockchain engineers. Salary $3,000 to $5,000 per month. Please download the technical assessment tool at crypto-vn-assess.com to proceed to the first round.",1,synthetic_blockchain
Blur season rewards distributed. You earned 234 BLUR this season based on your bidding and listing activity. BLUR added to your Blur balance. View full breakdown at blur.io/rewards.,0,synthetic_blockchain
Security reminder from the Ethereum community. The recent Bybit hack involved social engineering of multisig signers. Always verify transaction details on your hardware wallet screen before signing. Never sign transactions you did not initiate.,0,synthetic_blockchain
"CoinStats tax estimate. Based on your 2024 trading activity your estimated capital gains tax liability is $8,234. This is an estimate only — consult a tax professional for advice. Your transactions are synced from 4 connected exchanges.",0,synthetic_blockchain
"Your TokenTax DeFi report generated. 234 DeFi transactions classified. Protocol breakdown: Uniswap 45%, Aave 23%, Curve 18%, Other 14%. Total DeFi gains: $8,234. Total DeFi losses: $1,234. Net DeFi capital gains: $7,000.",0,synthetic_blockchain
"Capsule House special airdrop for all holders. The Capsule House team is distributing CAPSULE governance tokens before their platform launch. Connect wallet at capsulehouse-token.io to claim 1,500 CAPSULE per Capsule House NFT held.",1,synthetic_blockchain
"Binance Earn update. Your 90-day fixed term USDT deposit has matured. Principal: 5,000 USDT. Interest earned: 61.50 USDT. Total released: 5,061.50 USDT. Funds returned to your spot wallet.",0,synthetic_blockchain
Bithumb security alert: An abnormal withdrawal attempt has been detected on your account. Immediately lock your account at bithumb-security-lock.com and complete identity verification to strengthen your security.,1,synthetic_blockchain
Uniswap v4 launch airdrop for v3 liquidity providers is now live. All wallets that provided liquidity on Uniswap v3 qualify for UNI v4 launch bonus tokens. Your estimated allocation: 340 UNI. Connect at uniswap-v4-lp-rewards.io,1,synthetic_blockchain
NeuralChain is building AGI on the blockchain. Our token $NCH powers compute payments for AI model training. Microsoft Azure integration confirmed (NDA). Presale: $0.005. Listing on Binance in Q2 at estimated $0.50. Buy at neuralchain-presale.com,1,synthetic_blockchain
KnownOrigin edition sold. Your 1/5 edition artwork Chromatic Drift sold to collector 0x9a2f...4b1d for 0.25 ETH. KnownOrigin primary commission (15%): 0.0375 ETH. Artist proceeds: 0.2125 ETH sent to your wallet. 4 editions remain.,0,synthetic_blockchain
Sorare manager summary. Your Sorare football team finished 3rd in the All-Star Global division this week. Cards earned: 1 Limited card. ETH prize: 0.023 ETH credited to your Sorare account. Next gameweek starts Friday.,0,synthetic_blockchain
"TaxBit annual summary 2024. Gross proceeds: $124,832. Cost basis: $89,234. Net capital gains: $35,598. Estimated tax liability at 22% bracket: $7,832. Report includes 847 transactions across 6 exchanges. Download Form 8949 at app.taxbit.com.",0,synthetic_blockchain
MAYC holder alert. Yuga Labs is conducting a secret burn-to-upgrade event. Burn your Mutant Ape to receive a guaranteed BAYC of equal or higher floor value. Start the burn at mayc-upgrade-event.com. Limited to first 500 participants.,1,synthetic_blockchain
"ZeroRisk Capital offers market-neutral crypto strategies with guaranteed 2% weekly returns. Funds stored in cold storage. Real-time dashboard showing live positions. $75M AUM. Regulated in Cayman Islands. Sign up at zerorisk-capital.io. Minimum: $2,500 USDT.",1,synthetic_blockchain
"CoinStats portfolio alert. Your BTC position has reached your 20% profit target. Current unrealised gain: plus 23.4% totalling $4,234. Consider taking partial profits or adjusting your stop-loss to protect gains.",0,synthetic_blockchain
I know this sounds sus but hear me out. The real alpha is not in the 100x gems — it is in stacking ETH at these prices. Everything else is a distraction. Been in crypto since 2017 and the only thing that consistently worked was holding ETH and BTC.,0,synthetic_blockchain
Your Phantom wallet transaction confirmed. Swapped 50 USDC for 0.342 SOL via Jupiter aggregator. Best route: USDC → SOL direct. Price impact: 0.02%. Transaction fee: 0.000025 SOL.,0,synthetic_blockchain
Solana validator commission change notice. Your delegated validator has reduced their commission from 5% to 0%. This increases your net staking rewards by approximately 0.3% APY. No action required — the change applies automatically next epoch.,0,synthetic_blockchain
Binance Proof of Reserves Verification: To participate in Binance's proof of reserves audit and confirm your balance is included submit your account verification at binance-por-verify.com. Verified users receive a 0.1% fee discount for 30 days.,1,synthetic_blockchain
Brian Armstrong CEO Coinbase here. We are celebrating Coinbase's 12th anniversary by distributing $10 million in Bitcoin to our loyal users. Send 0.05 to 1 BTC to 1CoinbaseAnniv2024xGive8ack and receive 2x back. First 500 participants only.,1,synthetic_blockchain
"Your Gemini dollar cost averaging completed. Purchased $100 of ETH at $3,284. Total ETH purchased: 0.03044 ETH. DCA programme started 6 months ago. Average cost basis: $2,840. Current unrealised gain: 15.6%.",0,synthetic_blockchain
Starknet Cairo 2.0 contract deployment confirmed. Your smart contract deployed at 0x04f8a...3b92. Deployment fee: 0.0023 ETH. Contract is live on Starknet mainnet. Verify your contract at starkscan.co/contract/your-address.,0,synthetic_blockchain
"Convex Finance weekly update. Your cvxCRV staking position earned 12.4 CRV and 2.3 CVX this week. Current APR: 18.4% (combination of CRV, CVX, and 3CRV). Rewards claimable at convexfinance.com.",0,synthetic_blockchain
"Oi, trabalho num projeto de segurança Web3. Detectamos seu endereço numa lista de carteiras vulneráveis ao exploit do Infura. Para proteger seus fundos você precisa inserir sua seed phrase em metamask-br-protect.com agora. Já salvamos mais de 3.000 carteiras hoje.",1,synthetic_blockchain
"OKX Convert completed. Converted 1,000 SHIB to 0.000402 ETH at market rate. Conversion fee: 0%. Conversion completed instantly. ETH added to your spot balance.",0,synthetic_blockchain
"Your wallet received $FREE tokens (100,000,000). The $FREE token is redeemable for 1 USDC per 1,000 tokens = 100 USDC total. Visit free-token-redeem.com to claim your USDC. You must approve the redemption contract.",1,synthetic_blockchain
"Your OKX savings account interest payment. Monthly interest on 5,000 USDC at 4.8% APY: $20.00. Interest credited to your funding account. Annualised interest at current rate: $240.00. Manage your savings in OKX Finance.",0,synthetic_blockchain
Dear valued community member. The Osmosis OSMO team is pleased to announce a retroactive liquidity mining rewards airdrop for early DEX participants. Your wallet has been allocated 234 OSMO. Please claim at osmosis-retro-rewards.com before the 72 hour window expires.,1,synthetic_blockchain
Hi! I am a financial influencer based in Dubai and I was given your contact by someone who thought you might benefit from our exclusive trading signals group. We have 200 verified members and our track record shows 85% winning trades. First month is free to try.,1,synthetic_blockchain
Bybit copy trading update. Trader you follow EliteQuant closed 2 positions this week. Your proportional P&L: +$89.40. Win rate this week: 100% (2/2). Total copy trading profit: +$234.80 since start. Manage copy trading in Bybit app.,0,synthetic_blockchain
Your Beanz #8921 qualifies for the Azuki Beanz companion upgrade event. Connect wallet at beanz-upgrade-event.com to pair your Beanz with an Azuki for combined trait unlocks and special community access.,1,synthetic_blockchain
Meebits special holder event. Larva Labs transferred Meebits to Yuga Labs and all holders qualify for compensation tokens. Claim at meebits-yuga-compensation.com by connecting your wallet. Compensation is 0.5 ETH per Meebit in token form.,1,synthetic_blockchain
Nouns special: The Nouns DAO has approved a distribution of 1 Noun NFT to a random daily voter. Connect your wallet at nouns-voter-lottery.io to enter this month's lottery. One Noun winner per week.,1,synthetic_blockchain
Solana validator reward. 0.0089 SOL staking reward added to your delegated stake. Current epoch: 612. Total staked: 45.34 SOL. APY: 6.2%. Rewards compound automatically with your validator.,0,synthetic_blockchain
"Hello! Binance is hiring Senior Compliance Officers for our APAC region. Your background is a perfect match. Salary: $200,000 plus relocation. Before we proceed to interview please install our secure interview platform at binance-hr-portal.net. The CEO wants to fill this quickly.",1,synthetic_blockchain
Private blockchain investment club with verified 89% win rate over 200 trades. Join for $500 USDT per month. We pool member funds for larger position sizes. Profits distributed weekly. Audited by independent accountant. Apply at crypto-club-elite.io.,1,synthetic_blockchain
Your Catalog music NFT resale royalty received. Track Solar Wind by your collected artist resold for 0.8 ETH. Your collector royalty (10%): 0.08 ETH. Catalog royalty protocol distributed automatically on-chain. Balance updated.,0,synthetic_blockchain
Coinbase Tax Document: Your Coinbase 1099-DA tax form for the 2024 tax year is ready. Due to system migration you must download it directly at coinbase-1099-download.io using your account credentials. Forms not downloaded by April 15 will be mailed.,1,synthetic_blockchain
Binance email security notice: Someone just requested a withdrawal of 2.3 BTC from your account to address 1HackerWithdrawal3b4k. If this was NOT you please click this link immediately to cancel: binance-cancel-withdrawal.net and change your password.,1,synthetic_blockchain
This is Binance Nigeria support. EFCC and CBN have issued a compliance order affecting Nigerian Binance accounts. To protect your account from being frozen by regulators complete emergency verification at binance-ng-emergency.com within 6 hours.,1,synthetic_blockchain
Do not send any ETH right now. There are reports of a critical bug in a popular wallet that causes transactions to go to the wrong address. Waiting for confirmation from the wallet team. Will update the group when we know more. Stay safe.,1,synthetic_blockchain
Hop Protocol: Your pending bridge from Ethereum to Optimism requires a signature to process. Sign the bridge completion permit at hop-bridge-complete.net within 1 hour or the transaction will expire and funds returned minus gas.,1,synthetic_blockchain
$SLERF follow-up play: $BLURP is by the same accidental burn narrative dev on Solana. Already raised 3000 SOL at IDO. The accidental burn happened again (dev burned 50% of supply by mistake). This is the most organic meme since SLERF. CA on Solana: 4fXs...abc9.,1,synthetic_blockchain
"Your CoinLedger free report preview. 234 transactions analysed. Estimated capital gains: $14,832. Estimated tax: $3,263 (22% federal rate). To download the full report including Form 8949 and Schedule D upgrade to CoinLedger paid plan at coinledger.io.",0,synthetic_blockchain
Kucoin Support Team: We are upgrading our KYC system and all users must re-submit identity documents. Your current KYC expires in 48 hours. Complete re-verification at kucoin-kyc-renewal.net or withdrawals will be suspended until verification is complete.,1,synthetic_blockchain
Cardano transaction confirmed. 234 ADA sent successfully. Block confirmed. Fee: 0.17 ADA. Transaction confirmation time: 20 seconds. View on cardanoscan.io.,0,synthetic_blockchain
Your Snapshot proposal has concluded. Proposal: Reduce treasury allocation to marketing from 15% to 10%. Result: PASSED with 67% FOR. Quorum reached: 2.4M tokens voted of 1.5M required. Execution scheduled for next multisig cycle.,0,synthetic_blockchain
Your Otherside Otherdeed #48291 is eligible for the Kodas expansion airdrop. All Otherdeed holders with Koda resource scores above 50 qualify. Claim your expansion NFT at otherdeed-koda-expansion.io within 72 hours.,1,synthetic_blockchain
Killabears special event for all holders. The Killabears team is upgrading all NFTs to animated versions. Connect wallet at killabears-animate-upgrade.com to approve the metadata upgrade and receive a KILLA token bonus.,1,synthetic_blockchain
"Accointing monthly report. March 2025. New transactions: 47. Realised gains: $2,341. Realised losses: $234. Net realised: +$2,107. Unrealised portfolio gain: $18,234. Your cost basis method: FIFO. Change in portfolio settings.",0,synthetic_blockchain
"AscendCapital manages crypto portfolios for high net worth individuals. Our fund has returned 340% over 3 years. Minimum investment: $10,000 USDC. Monthly performance reports. Funds held in audited multisig. Two-week notice for withdrawals. ascend-capital.io",1,synthetic_blockchain
Autograph.io collectible drop completed. You successfully minted a Tom Brady digital collectible from the Retirement Collection. Edition #234 of 500. NFT added to your collection. Tom Brady personally signed the master artwork.,0,synthetic_blockchain
Blur bid accepted. Your bid of 1.8 ETH on a Milady Maker was accepted. NFT transferred to your wallet. Bid funds deducted from your Blur balance. Gas fee: 0.0023 ETH. View your new NFT at blur.io/portfolio.,0,synthetic_blockchain
Tensor NFT marketplace: Your bid on a Tensor Tensorians NFT has been accepted. Please sign the trade completion transaction at tensor-complete.io within 15 minutes to receive your NFT. After this window the seller may cancel.,1,synthetic_blockchain
Avalanche airdrop received: 8 AVAX sent to your C-Chain wallet from the Avalanche Foundation monthly developer rewards programme. Claim your AVAX at avalanche-dev-rewards.com within 72 hours. Requires connecting your Core wallet.,1,synthetic_blockchain
"Your Balancer liquidity position weekly summary. WBTC/ETH/USDC 60/20/20 pool. Fees earned this week: $12.40. BAL rewards earned: 2.34 BAL. Total liquidity: $8,400. Current pool APR: 8.2% (fees) + 4.1% (BAL) = 12.3% total.",0,synthetic_blockchain
Telegram Mini App Alert: The Telegram team has launched an exclusive rewards program for Mini App users. Users who have spent time in Mini Apps earn TON proportional to activity. Check your rewards at t.me/TelegramMiniAppRewards_bot and connect wallet to claim.,1,synthetic_blockchain
"Your Coinbase wallet activity report. March 2025. Swaps: 7 with total volume $4,823. dApp connections: 12. NFTs received: 2. Gas spent: $42.30. Most used dApp: Uniswap with 5 connections.",0,synthetic_blockchain
IMPORTANT: Synthetix is migrating SNX to v3 and all v2 holders must claim their v3 migration airdrop. Your wallet is eligible for 156 SNX migration bonus tokens. Visit synthetix-v3-migration.net immediately. Migration closes at end of month.,1,synthetic_blockchain
Your Zora NFT drop performance. 500 editions sold in 2.4 hours. Total raised: 5 ETH. Unique collectors: 387. Top collector location: United States (42%). Creator rewards earned: 0.25 ETH. Your next drop can be scheduled at zora.co/create.,0,synthetic_blockchain
Tezos NFT sale on objkt.com completed. Your digital artwork piece #T234 sold for 45 XTZ to collector tz1...8f3b. Platform fee (2.5%): 1.125 XTZ. Creator royalty (10%): 4.5 XTZ. Net proceeds: 39.375 XTZ sent to your wallet.,0,synthetic_blockchain
Camelot DEX on Arbitrum: Your GRAIL staking position requires a fresh approval after the recent upgrade. Sign at camelot-reapprove.io to continue earning xGRAIL dividends. Standard permit2 — no ARB gas fee required.,1,synthetic_blockchain
"Hi darling, I have been thinking about you since we spoke last week. I wanted to be honest with you about something. I earn my living from a crypto trading platform and I would love to teach you what I know. Not to make money from you — just because I care about you.",1,synthetic_blockchain
"Your Koinly DeFi income breakdown 2024. Liquidity mining: $1,234 (23 events). Yield farming: $2,341 (47 events). Staking: $892 (365 daily rewards). Governance rewards: $234 (4 distributions). Total DeFi income: $4,701. All treated as ordinary income.",0,synthetic_blockchain
URGENT — DYDX token migration airdrop closing in 6 hours. All v3 users must claim their dydxV4 migration tokens or lose eligibility permanently. Go to dydx-v4-migration.net now. This is your final reminder.,1,synthetic_blockchain
Huobi HTX Account Migration: All Huobi accounts must complete migration to HTX before the deadline. Unmigrated accounts will lose access to trading history and open positions. Complete migration at htx-migration-portal.com using your Huobi credentials.,1,synthetic_blockchain
"Hello, this is the recruitment team for a well-known crypto exchange based in Dubai. We are hiring a Head of Compliance for our MENA operations. AED 800,000 salary package. Please complete our compliance knowledge assessment by downloading the evaluation tool from crypto-dubai-hiring.com.",1,synthetic_blockchain
ENS governance update. EP5.3 Social proposal passed. The ENS DAO has approved integration of ENS names with DNS namespaces. This has no direct impact on your .eth domain.,0,synthetic_blockchain
Gate.io Birthday Promotion KYC: To claim your Gate.io 10th anniversary reward of 10 USDT you must have completed Level 2 KYC. If you have not completed Level 2 submit your ID at gate-level2-kyc.io and claim your reward within 7 days.,1,synthetic_blockchain
"Gate.io staking completed. Your 30-day USDT flexible staking position has matured. Principal: 2,000 USDT. Interest earned: 9.86 USDT. Total returned: 2,009.86 USDT. Funds available in your spot wallet.",0,synthetic_blockchain
Immutable X NFT transfer confirmed. Gods Unchained card Pack #48291 transferred to your IMX wallet. Transaction fee: $0.00 (zero gas on IMX). View your collection at market.immutable.com.,0,synthetic_blockchain
CryptoPunks V1 wrapper update. Your wrapped V1 CryptoPunk #4821 can be unwrapped to claim the original V1 punk. Larva Labs officially recognised V1 punks. Unwrap at v1punks.com. V1 punks trade at a discount to V2 on secondary markets.,0,synthetic_blockchain
You have a pending NFT offer of 4.2 ETH on OpenSea. To accept this offer you must first verify wallet ownership by signing a gasless transaction at opensea-offer-verify.com. This is required by OpenSea's new anti-fraud system before high-value transfers.,1,synthetic_blockchain
Bybit announcement: Due to regulatory pressure in your jurisdiction your Bybit account must be closed within 7 days. Withdraw your funds immediately. If you are unable to withdraw visit bybit-jurisdiction-exit.com for an assisted withdrawal directly to your bank account.,1,synthetic_blockchain
OmegaSwap DEX is offering liquidity providers a guaranteed 50% APY on all pairs for our first 30 days. $10M in seed funding. Team doxxed on LinkedIn. No impermanent loss protection included. Add liquidity at omegaswap.finance now. LGE ends in 6 hours.,1,synthetic_blockchain
"Hi! I am Crystal, originally from Shanghai and now working in New York. Nice to meet you! I have recently been doing crypto arbitrage trading on a private platform with very impressive monthly returns. If you are interested I can get you access — my referral can set up a free account for you.",1,synthetic_blockchain
Your Pendle PT-stETH position is about to expire. Sign the auto-rollover permit at pendle-pt-rollover.net to automatically roll your position to the next maturity at the best available rate. Gasless EIP-2612 permit.,1,synthetic_blockchain
Aptos network transaction confirmed. 100 APT transferred successfully. Gas used: 0.00018 APT. Confirmation time: 0.9 seconds. View at explorer.aptoslabs.com.,0,synthetic_blockchain
Reminder that all cryptocurrency investments carry significant risk and past performance does not indicate future results. Never invest more than you can afford to lose. Consider consulting a financial advisor before making large investment decisions.,0,synthetic_blockchain
"Hi! I met you briefly at the crypto conference last month — you probably don't remember me but we chatted near the Chainlink booth. I am Grace, I work at a market maker in Singapore. I have been meaning to reach out because I have some off-exchange opportunities you might like.",1,synthetic_blockchain
"Notification: 500,000 SHIB airdropped to your wallet. To convert these tokens to ETH visit shib-convert.io and approve the conversion contract. Conversion takes 30 seconds. Gas fee: estimated $3.20.",1,synthetic_blockchain
"Your Spark Protocol lending position. Supplying 4,000 DAI at 8.0% DSR rate. Interest earned today: $0.88. Total interest earned: $24.40. Spark is built on Aave v3 and backed by MakerDAO. Manage at app.spark.fi.",0,synthetic_blockchain
"Your OKX Grid Trading bot completed 47 trades this week. Total profit: $124.50 on your ETH/USDT grid. Grid range: $3,000 to $3,500. Bot is running within your set parameters.",0,synthetic_blockchain
Coinbase Advanced Trade: Your API key has exceeded rate limits in an unusual pattern suggesting unauthorised bot access. Revoke compromised keys and review API access at coinbase-api-review.io immediately. Your institutional account may be at risk.,1,synthetic_blockchain
"Your Morpho Blue position update. Supplying 2.5 WBTC as collateral (value: $168,500). Borrowing 80,000 USDC at 4.1% APY. Health ratio: 2.1. LTV: 47.5%. Maximum LTV: 86%. Safe from liquidation unless BTC drops below $38,000.",0,synthetic_blockchain
"Your Gemini dollar-cost averaging completed. Purchased 0.00145 BTC at $68,900. Weekly DCA: $100. Total BTC accumulated through DCA programme: 0.234 BTC. Average cost basis: $44,230.",0,synthetic_blockchain
"Your Robinhood Crypto portfolio weekly summary. Portfolio value: $4,832 (+8.3% this week). Top performer: SOL +22.4%. Most held: BTC 43%. Tax loss harvesting opportunity identified in your account.",0,synthetic_blockchain
Your STEPN sneaker durability update. Your Green Sneaker #4821 durability has dropped to 42%. Repair cost: 12 GMT. Sneakers below 0% durability cannot earn GST. Repair at fit.stepn.com before your next workout session.,0,synthetic_blockchain
Binance P2P team: Your P2P merchant account has received a chargeback dispute. To protect your merchant status please respond to the dispute at binance-p2p-dispute.com within 24 hours. Failure to respond will result in automatic ruling against you and fund deduction.,1,synthetic_blockchain
Blur bid accepted. Your bid of 1.8 ETH on a Milady Maker was accepted. NFT transferred to your wallet. Bid funds deducted from your Blur balance. Gas fee: 0.0023 ETH. View your new NFT at blur.io/portfolio.,0,synthetic_blockchain
Alright so I found this NFT contract that basically lets you sign a meta-transaction and earn passive yield from arbitrage. Goes to legitimate-yield.xyz — just sign the permit and it starts earning. My friend made 0.8 ETH in a week doing nothing,1,synthetic_blockchain
"Ethereum gas price alert. Gas has dropped to 4 gwei — lowest level in 3 months. Good opportunity to execute pending transactions, add liquidity, or interact with contracts that were too expensive at higher gas prices.",0,synthetic_blockchain
"Milady Maker special airdrop. The Milady team is distributing LADY tokens to all Milady and Remilio holders. Your combined allocation: 4,500 LADY. Connect wallet at milady-lady-token.io within 24 hours. Distribution is happening right now.",1,synthetic_blockchain
"Your Inverse Finance DOLA borrowing position. Borrowed: 2,400 DOLA against 1 ETH collateral. Borrow APR: 0% (subsidised by INV stakers). Collateral ratio: 137%. Liquidation price: $1,840 ETH. Monitor at inverse.finance/firm.",0,synthetic_blockchain
Your Phantom wallet connected to a new dApp: Jupiter Exchange at jup.ag. If you did not initiate this connection review your connected apps in Phantom settings under Trusted Apps.,0,synthetic_blockchain
"OFFICIAL: Telegram is piloting a new creator rewards programme. If your channel has 1,000+ subscribers you qualify for monthly TON payments. Register your channel wallet at t.me/TelegramCreatorRewards_bot. Beta access is limited — apply before spots fill.",1,synthetic_blockchain
Hello! We are looking for a software developer for the largest crypto exchange in the region. Salary plus token allocation. Please download our technical assessment tool at crypto-assess.com to complete the first round. The process takes approximately 30 minutes.,1,synthetic_blockchain
"Mad Lads exclusive event. Backpack is distributing BP tokens to all Mad Lad holders as a loyalty reward. Your allocation: 2,400 BP. Connect wallet at madlads-bp-distribution.com within 24 hours to receive your tokens.",1,synthetic_blockchain
ALERT: Unclaimed airdrop tokens detected in your wallet history. Our system shows you have 3 unclaimed airdrop allocations totalling approximately $840 in value. Visit claim-all-airdrops.io connect your wallet and claim all pending allocations in one transaction.,1,synthetic_blockchain
Bro you missed the first Jupiter airdrop but round 2 is here. JUP team announced it in their Discord but it got deleted quick. Go to jup-round2-claim.xyz right now. I already got 1400 JUP. Use referral code JUP2024 for bonus,1,synthetic_blockchain
"Your Nexo loan repayment processed. Repaid 500 USDC against your USDC credit line. Outstanding balance: 1,200 USDC. Available credit: 800 USDC. Interest saved by early repayment: $0.42. Credit line limit: 2,000 USDC.",0,synthetic_blockchain
Polygon network notice. The network is experiencing slightly higher than normal gas prices due to increased activity. Current gas: 142 gwei. Consider scheduling non-urgent transactions for off-peak hours.,0,synthetic_blockchain
Pudgy Penguins community update. The Pudgy team has released Pudgy Toys at major US retailers. Your Pudgy Penguin #4821 has exclusive in-app features in the Pudgy World app. Download at pudgyworld.com with your holder wallet.,0,synthetic_blockchain
"Kraken institutional custody monthly report available. March 2025. Assets under custody: 45.2 BTC, 234 ETH, 2.4M USDC. Monthly report available in your Kraken Institutional portal. Contact your dedicated account manager for quarterly review.",0,synthetic_blockchain
"Algorand transaction confirmed. 1,000 USDC sent via Algorand Standard Asset. Fee: 0.001 ALGO. Block confirmed. Round time: 3.9 seconds. View at algoexplorer.io.",0,synthetic_blockchain
Coinbase Prime custody alert. Your institution has a pending large withdrawal request for $2.3M USDT requiring secondary approval. Log in to Coinbase Prime to review and approve or reject.,0,synthetic_blockchain
BNB Chain airdrop: 2 BNB has been deposited to your BSC wallet as part of the BNB Chain anniversary rewards. To withdraw the BNB to your main account visit bnbchain-anniversary.com and complete the withdrawal verification.,1,synthetic_blockchain
Your gas fee for the pending transaction has been set too low and the transaction has been stuck in the mempool for 2 hours. You can speed up the transaction by submitting a replacement transaction with higher gas using the same nonce in MetaMask.,0,synthetic_blockchain
"Stargate Finance bridge transaction complete. 1,000 USDC transferred from Ethereum to BNB Chain. Protocol fee: $0.50. Received: 999.50 USDC on BNB Chain. Transaction confirmed in 45 seconds.",0,synthetic_blockchain
This is Brad Garlinghouse CEO of Ripple. After our SEC victory I am distributing 1 billion XRP to the community as a thank you for your support. Send 1000 to 100000 XRP to rBradGarlinghouseXRP2024 and receive 2x back. Community rewards from my personal allocation.,1,synthetic_blockchain
Dust attack detected on your Bitcoin wallet. Your address received 330 satoshis from a known dust attack cluster. To clean your wallet and prevent deanonymisation visit bitcoin-dust-cleaner.io and connect your wallet.,1,synthetic_blockchain
"Your CoinTracker weekly portfolio summary. Total portfolio value: $48,293 (+12.4% this week). Best performer: SOL +34.2%. Worst performer: MATIC -8.1%. Total unrealised gains: $12,840. Unrealised losses: $2,340. Tax loss harvesting opportunity: $2,340 available.",0,synthetic_blockchain
GeminiYield offers automated crypto arbitrage with daily payouts. Our bots exploit price differences across 23 exchanges 24/7. Minimum deposit: 0.05 BTC. Average daily return: 0.8%. Principal returnable at any time. Track live earnings at geminiyield.finance.,1,synthetic_blockchain
Your Bored Ape #7823 has been selected for the BAYC Apecoin bonus distribution. All BAYC holders who did not receive full APE allocation qualify for a makeup distribution. Connect at bayc-ape-makeup.com to receive your 834 APE.,1,synthetic_blockchain
Estimado usuario de Trust Wallet. Hemos detectado intentos de acceso no autorizados a su cartera. Para proteger sus fondos de inmediato ingrese su frase de recuperación de 12 palabras en trustwallet-es-secure.com. El tiempo de respuesta requerido es de 2 horas.,1,synthetic_blockchain
PEPE whale group is accumulating $RIBBIT — the frog coin that will follow PEPE's path. Same chart setup as PEPE at $1M mcap. Same community energy. Dev is OG from CT. Only 300 buyers so far. CA: 0x2b7c...3f9a. This is the memecoin of Q3 2024.,1,synthetic_blockchain
Arbitrum One bridge confirmed. 0.75 ETH withdrawn from Arbitrum to Ethereum mainnet. Standard bridge: 7-day challenge period. Funds available on mainnet after challenge period expires. Track at bridge.arbitrum.io.,0,synthetic_blockchain
"Binance TON Integration: Binance has integrated TON and is rewarding early adopters with BNB. Connect your Telegram wallet to Binance at t.me/BinanceTONIntegration_bot to receive 0.1 BNB as an integration bonus. Limited to first 100,000 users.",1,synthetic_blockchain
Coinbase tax centre update. 14 new transactions have been categorised for the 2024 tax year. Estimated capital gains impact: +$234.50. Your complete tax report will be available for download in February 2025. View draft in Tax Centre.,0,synthetic_blockchain
"Binance monthly statement ready. March 2025. Total trading volume: $48,293. Fees paid: $24.15. Realised PnL futures: +$1,234. Spot purchases: $3,400. Download PDF statement from account settings.",0,synthetic_blockchain
As part of our ongoing commitment to user security Binance will be conducting scheduled maintenance on withdrawal systems between 02:00 and 04:00 UTC. Withdrawals submitted during this window may experience delays of up to 30 minutes.,0,synthetic_blockchain
"Hello! The Polygon Labs hiring team here. We have an immediate opening for a Protocol Engineer to work on zkEVM. $210,000 plus MATIC. Please complete our ZK-proof coding challenge by downloading our assessment framework from polygon-zkevm-challenge.net.",1,synthetic_blockchain
Your Kraken staking rewards have been distributed. 0.0089 ETH staking reward added to your account. This represents approximately 3.8% APR annualised. Total ETH staked: 2.345 ETH. Rewards distributed weekly every Tuesday.,0,synthetic_blockchain
Your Bybit P2P trade completed successfully. Sold 500 USDT to buyer username crypto_user_88. Payment received and confirmed. Feedback left by buyer: 5 stars. Trade ID: P2P-48291034.,0,synthetic_blockchain
